Movie Name,Actors,Genre
Goliyon Ki Raasleela Ram-Leela,Ranveer Singh|Deepika Padukone|Supriya Pathak|Sharad Kelkar|Homi Wadia|Abhimanyu Singh|Richa Chadha|Gulshan Devaiah|Jameel Khan|Barkha Bisht|Tarun Anand|Masood Akhtar|Mohammad Faizan|Utkarsh Naithani|,Drama|Musical|Romance
Sunglass ,Jaya Bachchan|Madhavan|Tota Roy Chowdhury|Raima Sen|Naseeruddin Shah|,Comedy|Drama|Thriller
Gulabi Gang ,Sampat Pal Devi|Ram Dulari|Devrati|Babu|Soondhi|Chandrakali|Bharat Patel|Hemlata Patel|Husna Jahan|Jayprakash Shivhare|Usha Patel|Suman Singh Chauhan|Parvati|Gomati|,Documentary
istaan,Sharib Hashmi|Inaamulhaq|Kumud Mishra|Gopal Dutt|,Comedy
B.A. Pass,Shadab Kamal|Shilpa Shukla|,Crime|Drama
Luv U Soniyo,Tanuj Virwani|Neha Hinge|Bunty Grewal|Shobhit Khanduri|Vivek Vaswani|Howard Rosemeyer|Suresh Menon|Aditya Shivkumar|,Comedy|Romance
Ship of Theseus ,Aida Elkashef|Yogesh Shah|Faraz Khan|Hannan Youssef|Narendra Shah|Chitra Shah|Manan Shah|Aishwarya|Balaji Janardhan|Abbas K.|Bharat Pardesi|Pradeep Sinha|Akhtar Bhale|Sidharth Meer|,Drama
Shahid ,Rajkummar Rao|Mohammed Zeeshan Ayyub|Baljinder Kaur|Tigmanshu Dhulia|Kay Kay Menon|Vipin Sharma|Shalini Vatsa|Vinod Rawat|Suvinder Pal|Pawan Kumar|Vivek Ghamande|Paritosh Sand|Prabal Panjabi|Yusuf Husain|,Biography|Crime|Drama
Chaalis Chauraasi,Naseeruddin Shah|Kay Kay Menon|Atul Kulkarni|Ravi Kishan|,Comedy|Crime
Ghost ,Shiney Ahuja|Sayali Bhagat|Julia Bliss|Kristian Hedegaard-Petersen|Tabrez Khan|Bijayata Pradhan|Datta Rahul|Deep Raj Rana|Gulshan Rana|Tej Sapru|,Horror
Sadda Adda,Karan Sharma|Karanvir Sharma|Shaurya Chauhan|Bhaumik Sampat|Kadambari Jethwani|Rohin Robert|Kunal Panth|,Comedy|Drama|Romance
Agneepath ,Hrithik Roshan|Priyanka Chopra|Sanjay Dutt|Rishi Kapoor|Madhurjeet Sarghi|Rajesh Tandon|Kanika Tiwari|Om Puri|,Action|Drama
Ek Main Aur Ekk Tu,Kareena Kapoor|Boman Irani|Imran Khan|Zenobia Shroff|Ram Kapoor|Ratna Pathak Shah|Manasi Scott|Mukul Chadda|Rajesh Khattar|Anju Mahendru|Akshat Verma|Bosco Martis|Ayesha DeVitre|Soniya Mehra|,Comedy|Drama|Romance
Ekk Deewana Tha,Prateik|Amy Jackson|Sachin Khedekar|Manu Rishi Chadha|Babu Antony|Tony Kattukaran|Lakshmi Ramakrishnan|Sriranjani|Shyam|Shruti Bapna|Subbalakshmi|,Drama|Romance
?: A Question Mark,Kiran Bhatia|Yaman Chatwal|Maanvi Gagroo|Chirag Jain|Akhlaque Khan|Sonam Mukherjee|,Horror|Mystery|Thriller
Jodi Breakers,Bipasha Basu|Helen|Pradeep Kharab|Madhavan|Taraana Raja|Gurpreet Saini|Kubbra Sait|Dipannita Sharma|Mrinalini Sharma|Milind Soman|,Comedy|Musical|Romance
Tere Naal Love Ho Gaya,Riteish Deshmukh|Genelia D'Souza|Om Puri|Tinnu Anand|,Comedy|Drama|Romance
Staying Alive ,Jahangir Khan|Ananth Narayan Mahadevan|Navni Parihar|Chandan Sanyal|Ranjana Sasan|Saurabh Shukla|,Drama
Paan Singh Tomar ,Irrfan Khan|,Action|Biography|Crime
Kahaani,Vidya Balan|Parambrata Chattopadhyay|Indraneil Sengupta|Nawazuddin Siddiqui|Dhritiman Chatterjee|Saswata Chatterjee|Darshan Jariwala|,Mystery|Thriller
Zindagi Tere Naam,Mithun Chakraborty|Ranjeeta Kaur|Priyanka Mehta|Ashish Sharma|Aseem Ali Khan|,Romance
Agent Vinod ,Kareena Kapoor|Saif Ali Khan|Gulshan Grover|Adil Hussain|Ravi Kishan|Rajat Kapoor|Prem Chopra|Ram Kapoor|Arif Zakaria|Zakir Hussain|Dhritiman Chatterjee|Shahbaaz Khan|Maryam Zakaria|Elena Kazan|,Action|Adventure|Thriller
Blood Money ,Manish Chaudhary|Kunal Khemu|Amrita Puri|Shekar Shukla|Teeshay|,Action|Drama|Thriller
Bumboo,Kavin Dave|Sharat Saxena|Sanjay Mishra|Sarika Singh|,Comedy
Valentine's Night,Shikhi Gupta|Sunny Hinduja|Prabhat Kumar|Rahul Madhav|Rahul Minz|Prabhat Raghunandan|Payal Rohatgi|Rakhi Sawant|,Romance|Thriller
Married 2 America,Archana Joglekar|Akhilendra Mishra|Chetan Pandit|Ashok Samarth|Jackie Shroff|Shweta Tiwari|Ganesh Yadav|,Thriller
Chaar Din Ki Chandni,Tusshar Kapoor|Kulraj Randhawa|Anupam Kher|Om Puri|Johnny Lever|Anita Raj|Farida Jalal|Harish|Chandrachur Singh|Sushant Singh|Mukul Dev|Avtar Gill|Rahul Singh|Hemant Pandey|,Comedy|Romance
Bittoo Boss,Pulkit Samrat|,Romance
Vicky Donor,Ayushmann Khurrana|Yami Gautam|Annu Kapoor|Dolly Ahluwalia|,Comedy|Romance
Hate Story,Nikhil Dwivedi|Gulshan Devaiah|Paoli Dam|Mohan Kapoor|Joy Sengupta|Saurabh Dubey|Iravati Harshe|Bhairavi Goswami|Mukesh Tyagi|Firdosh Mewawala|Deepali Sarin|Sagar Gupta|Rajshree Seem|S.K. Batra|,Drama|Thriller
Tezz,Anil Kapoor|Ajay Devgn|Mohanlal|Kangana Ranaut|Zayed Khan|Boman Irani|Sameera Reddy|Philip Martin Brown|Sagar Arya|Dominic Power|Avika Gor|Puja Bhatt|Bhavna Pani|Mudit Kumar Nair|,Action|Crime|Drama
Dangerous Ishhq,Karisma Kapoor|Rajniesh Duggall|Divya Dutta|Jimmy Sheirgill|,Fantasy|Mystery|Romance
Ishaqzaade,Arjun Kapoor|Parineeti Chopra|Gauhar Khan|Anil Rastogi|Ratan Singh|Natasha Rastogi|Charu Rastogi|Shashank Khaitan|Ankit Kakar|Abdullah Osman|Akash Bathija|Aftab Khan|Jafarpal Dhillon|,Action|Drama|Romance
Department ,Sanjay Dutt|Rana Daggubati|Lakshmi Manchu|Vijay Raaz|Anjana Sukhani|Neeraj Vora|,Action|Crime|Thriller
Fatso!,Gul Panag|Purab Kohli|Ranvir Shorey|,Comedy|Fantasy|Romance
Arjun: The Warrior Prince,Yudhveer Bakoliya|Ashok Banthia|Ravi Khanvilkar|Vijay Kashyap|Ila Arun|Sachin Khedekar|Vishnu Sharma|Rajeshwari Sachdev|Anjan Srivastav|Hemanth Mahaur|Brajesh Jha|Niraj Sah|Achyut Potdar|Asmit Kaushik|,Action|Adventure|Animation
Life Ki Toh Lag Gayi,Kay Kay Menon|Ranvir Shorey|Pradhuman Singh|Neha Bhasin|Jackie Shroff|Manu Rishi Chadha|Sharat Saxena|Shakti Kapoor|Kuldeep Sareen|Neeraj Vora|Rajesh Kamble|Razak Khan|Janu Tibrewal|Gola Bhai Siddique|,Comedy
Shanghai ,Emraan Hashmi|Abhay Deol|Prasenjit Chatterjee|Kalki Koechlin|Supriya Pathak|Tillotama Shome|Anant Jog|Pitobash|Farooq Shaikh|Ashok Pathak|,Crime|Mystery|Thriller
Ferrari Ki Sawaari,Sharman Joshi|Boman Irani|Ritvik Sahore|Paresh Rawal|Vidya Balan|Deepak Shirke|Seema Bhargava|Satyadeep Misra|Aakash Dabhade|Nilesh Diwekar|Vijay Nikam|,Comedy|Drama|Family
Teri Meri Kahaani ,Shahid Kapoor|Priyanka Chopra|Prachi Desai|Neha Sharma|,Comedy|Drama|Romance
Mr. Bhatti on Chutti,Anupam Kher|Bhairavi Goswami|Amaan Irees|Shakti Kapoor|Pawan Shankar|Abid Ali|,Comedy
Yeh Khula Aasmaan,Anya Anand|Manjusha Godse|Nitin Kerur|Kishor Nadalskar|Gulshan Pandey|Yashpal Sharma|Aditya Siddhu|Raj Tandon|,Family
Rakhtbeej,Julia Datt|,Thriller
Gangs of Wasseypur,Manoj Bajpayee|Richa Chadha|Nawazuddin Siddiqui|Tigmanshu Dhulia|Jameel Khan|Piyush Mishra|Jaideep Ahlawat|Huma Qureshi|Zeishan Quadri|Vipin Sharma|Satyakam Anand|Aditya Kumar|Viineet Kumar|Rajkummar Rao|,Action|Comedy|Crime
Gangs of Wasseypur – Part 2,Manoj Bajpayee|Richa Chadha|Nawazuddin Siddiqui|Tigmanshu Dhulia|Jameel Khan|Piyush Mishra|Jaideep Ahlawat|Huma Qureshi|Zeishan Quadri|Vipin Sharma|Satyakam Anand|Aditya Kumar|Viineet Kumar|Rajkummar Rao|,Action|Comedy|Crime
Cocktail ,Saif Ali Khan|Deepika Padukone|Diana Penty|Dimple Kapadia|Boman Irani|Yasmin Tippett|Lottie Dosanjh|Tina Desai|Louise Bangay|Manoj Pahwa|Mia Uyeda|Tim Parker|Ray Burnet|Shailesh Dubey|,Comedy|Drama|Romance
Kyaa Super Kool Hain Hum,Riteish Deshmukh|Neha Sharma|Tusshar Kapoor|Kavin Dave|Anupam Kher|Chunky Pandey|,Comedy
Maximum ,Sonu Sood|Naseeruddin Shah|Neha Dhupia|Vinay Pathak|Rajendra Gupta|Arya Babbar|Mohan Agashe|Amit Sadh|Ravindra Kale|Raju Shrestha|Mukesh Bhatt|Ananya Vij|Swanand Kirkire|Murli Sharma|,Action|Crime|Drama
Paanch Ghantey Mien Paanch Crore,Nassar Abdulla|Shawar Ali|Rashid Khan|Sameer Khan|Abhishek Kumar|Meera|Kavita Radheshyam|,Thriller
Ek Tha Tiger,Salman Khan|Katrina Kaif|Girish Karnad|Roshan Seth|Ranvir Shorey|,Action|Romance|Thriller
Challo Driver,Vickrant Mahajan|Kainaz Motivala|Prem Chopra|,Comedy
Shirin Farhad Ki Toh Nikal Padi,Freny Bhagat|Dinyar Contractor|Nauheed Cyrusi|Kavin Dave|Kurush Deboo|Boman Irani|Daisy Irani|Farah Khan|Mahabanoo Mody-Kotwal|Tanay Sarda|,Romance
Joker ,Akshay Kumar|Sonakshi Sinha|Shreyas Talpade|Minissha Lamba|Alexx O'Nell|Pitobash|Darshan Jariwala|Vrajesh Hirjee|Chitrangda Singh|Vindu Dara Singh|Asrani|Anjan Srivastav|Bikramjeet Kanwarpal|Avtar Gill|,Comedy|Family|Sci-Fi
Aalaap ,Omkar Das Manikpuri|Pitobash|Amit Purohit|Vijay Raaz|Harsh Rajput|Rituparna Sengupta|Aabid Shamim|Murli Sharma|Abhimanyu Singh|Gamya Wijayadasa|,Sci-Fi
Mere Dost Picture Abhi Baki Hai,Sunil Shetty|Udita Goswami|Rajpal Yadav|,Comedy
Krishna Aur Kans,Manoj Bajpayee|Harish Bhimani|Neetu Chaudhary|Juhi Chawla|Kenneth Desai|Meghna Erande|Meena Goculdas|A.K. Hangal|Ninad Kamat|Jameel Khan|Mukesh Khanna|Anupam Kher|Vinod Kulkarni|Rahul Mulani|,Action|Adventure|Animation
From Sydney with Love,Bidita Bag|Sabyasachi Chakrabarty|Ronjini Chakraborty|Prateek Chakravorty|Glenn Chow|Tapan Das|Srimoy Dey|Reshmi Ghosh|Hayley Gia Hughes|Uma Jaiswal|Sharad Malhotra|Dweep Mithun|Karan Sagoo|Evelyn Sharma|,Comedy|Romance
Jalpari: The Desert Mermaid,Harish Chabbra|Tannishtha Chatterjee|Parvin Dabas|Rajendra Gupta|Lehar Khan|Harsh Mayar|Suhasini Mulay|Rahul Singh|,Drama|Family|Mystery
Barfi!,Ranbir Kapoor|Priyanka Chopra|Ileana D'Cruz|Saurabh Shukla|Rupa Ganguly|Ashish Vidyarthi|Bholaraj Sapkota|Jishu Sengupta|Haradhan Bannerjee|Akash Khurana|Arun Bali|Uday Tikekar|Preiti Mamgain|Sumona Chakravarti|,Comedy|Drama|Romance
Heroine ,Kareena Kapoor|Arjun Rampal|Randeep Hooda|Shahana Goswami|Pooja Chopra|Divya Dutta|Rashmi Nigam|Pallavi Sharda|Ranvir Shorey|Lillete Dubey|Mugdha Godse|Sanjay Suri|,Drama
Chal Pichchur Banate Hain,Sagar Bhangade|Mukesh Bhatt|Vipul Bhatt|Manmeet Dhanjal|Smita Hai|Pankaj Kalra|Errol Peter Marks|Paresh Mohiniani|Dinesh Pandya|Shahnawaz Pradhan|Sunit Razdan|Bhavna Ruparel|Sandeep Sanchdev|Gautam Saugat|,Comedy|Drama
Kismat Love Paisa Dilli,Vivek Oberoi|Mallika Sherawat|Neha Dhupia|Anshuman Jha|,Adventure|Comedy|Crime
Jeena Hai Toh Thok Daal,Ravi Kishan|Manish Vatssalya|Yashpal Sharma|Rahul Kumar|Pooja Welling|Govind Namdeo|Hazel Croney|Sharat Saxena|Murli Sharma|Ashwini Kalsekar|Shubha Khote|Ganesh Yadav|,Drama
OMG – Oh My God!,Paresh Rawal|Akshay Kumar|Mithun Chakraborty|Om Puri|Mahesh Manjrekar|Govind Namdeo|Murli Sharma|Nikhil Ratnaparkhi|Lubna Salim|Poonam Jhawer|Yusuf Hussain|Jaineeraj Rajpurohit|Nidhi Subbaiah|Apoorva Arora|,Comedy|Drama|Fantasy
Aiyyaa,Rani Mukerji|Prithviraj Sukumaran|Nirmiti Sawant|Subodh Bhave|Jyoti Subhash|Satish Alekar|Anita Date|Amey Wagh|Kishori Ballal|Thamizh|Shubhangi Damle|Umesh Kulkarni|Suraj Satav|Prashant Tapaswi|,Comedy|Romance
Chittagong ,Manoj Bajpayee|Barry John|Delzad Hiwale|Vega Tamotia|Nawazuddin Siddiqui|Rajkummar Rao|Jaideep Ahlawat|Vijay Varma|Dibyendu Bhattacharya|Vishal Vijay|Alexx O'Nell|Anurag Arora|Sauraseni Maitra|Chaiti Ghosh|,Action|Drama|War
Bhoot Returns,J.D. Chakravarthi|Madhu Shalini|Alayana Sharma|Nitin Jadhav|Bharat Ganeshpure|,Horror|Mystery|Thriller
Delhi Safari,Cary Elwes|Christopher Lloyd|Tara Strong|Troy Baker|Jane Lynch|Tom Kenny|Vanessa Williams|Brad Garrett|Jason Alexander|Roger Craig Smith|Travis Willingham|Carlos Alazraqui|Fred Tatasciore|Brian George|,Animation|Comedy|Drama
Chakravyuh ,Arjun Rampal|Abhay Deol|Manoj Bajpayee|Esha Gupta|Om Puri|Kabir Bedi|Deep Raj Rana|Harsh Mainra|,Action|Drama|Thriller
Student of the Year,Alia Bhatt|Sidharth Malhotra|Varun Dhawan|Rishi Kapoor|Sana Saeed|Sahil Anand|Manasi Rachh|Manjot Singh|Ronit Roy|Ram Kapoor|Kayoze Irani|,Comedy|Drama|Romance
Ajab Gazabb Love,Jackky Bhagnani|Nidhi Subbaiah|Darshan Jariwala|Kiron Kher|Arshad Warsi|Anuja Sachdeva|Arjun Rampal|,Comedy|Romance
Rush ,Emraan Hashmi|Sagarika Ghatge|Neha Dhupia|Aditya Pancholi|Murli Sharma|Rahul Singh|,Crime|Thriller
1920: The Evil Returns,Vicky Ahuja|Tia Bajpai|Irma Jämhammar|Sharad Kelkar|Vidya Malvade|Naresh Sharma|,Drama|Horror|Romance
Sons of Ram,Sunidhi Chauhan|Ettienne Couthino|Devansh Doshi|Saptharishi Ghosh|,Animation|Drama|Musical
Ata Pata Laapata,Asrani|Amit Behl|Lankesh Bhardwaj|Krishna Bhatt|Raja Bherwani|Satyadev Dubey|Jayant Gadekar|Vikram Gokhale|Yusuf Hussein|Zakhir Hussein|Pankaj Jha|Manoj Joshi|Mushtaq Khan|Razak Khan|,Comedy|Musical
Jab Tak Hai Jaan,Shah Rukh Khan|Katrina Kaif|Anushka Sharma|Anupam Kher|Rishi Kapoor|Atul Sharma|Andrew Bicknell|Sarika|Lucy Phelps|Sharib Hashmi|Neetu Singh|Julia St John|Vic Waghorn|Lee Nicholas Harris|,Drama|Romance
Talaash: The Answer Lies Within,Aamir Khan|Kareena Kapoor|Rani Mukerji|Nawazuddin Siddiqui|Rajkummar Rao|Rajshri Deshpande|Vivan Bhatena|Subrat Dutta|Aditi Vasudev|Sheeba Chaddha|Vikas Shrivastav|Shernaz Patel|Ashish Nayyar|Ashraf Ul Haq|,Crime|Drama|Mystery
Login ,Himanshu Bhatt|Raadhika Singh|Akkash Basnet|Rashmi Gautam|Nandini Rai|Siddarth Chopra|Binojee|Ram Gopal Bajaj|Uttej|Tarzan|Raghu Kumar Karumanchi|Moutusi Guha|Pavani Reddy|Kautilya Chanakya|,Drama|Thriller
Son of Sardaar,Ajay Devgn|Sanjay Dutt|Sonakshi Sinha|Juhi Chawla|,Action|Comedy
Cigarette Ki Tarah,Ashok Banthia|Sudesh Berry|Yuvika Chaudhry|Prashant Narayanan|RajKumar|Madhurima Tuli|,Romance|Thriller
Dabangg 2,Salman Khan|Sonakshi Sinha|Prakash Raj|Vinod Khanna|Arbaaz Khan|Deepak Dobriyal|Nikitin Dheer|Mahie Gill|Kareena Kapoor|Sandeepa Dhar|Ram Sujan|Pradeep Chaudhry|Gireesh Sahedev|Yogendra Tiku|,Action|Comedy
Players ,Vinod Khanna|Abhishek Bachchan|Bobby Deol|Sonam Kapoor|Bipasha Basu|Neil Nitin Mukesh|Sikander Kher|Omi Vaidya|Johnny Lever|Shweta Bhardwaj|Mustafa Burmawala|,Action|Crime|Thriller
Housefull 2,Akshay Kumar|John Abraham|Asin|Jacqueline Fernandez|Riteish Deshmukh|Shreyas Talpade|Zareen Khan|Shazahn Padamsee|Mithun Chakraborty|Rishi Kapoor|Randhir Kapoor|Boman Irani|,Action|Comedy|Musical
Bol Bachchan,Amitabh Bachchan|Ajay Devgn|Abhishek Bachchan|Archana Puran Singh|Asin|Prachi Desai|Asrani|Neeraj Vora|Krishna Abhishek|Jeetu Verma|Naushaad Abbas|Harish Shetty|Padmini Sardesai|,Action|Comedy
English Vinglish,Sridevi|Adil Hussain|Mehdi Nebbou|Priya Anand|Sulabha Deshpande|Michael Patrick Hoban|Sujatha Kumar|Navika Kotia|Shivansh Kotia|Cory Hibbs|Rajeev Ravindranathan|Maria Romano|Sumeet Vyas|Ruth Aguilar|,Comedy|Drama|Family
Mumbhai Connection,Alieesa P Badresia|Rafiq Batcha|Chrissy Chambers|Cru Jones|Dick Mays|Joe O'Shea|David Peirce|Suresh Sheregar|,Comedy|Crime|Thriller
A Decent Arrangement,Shabana Azmi|Diksha Basu|Adhir Bhat|Adam Laupus|Lethia Nall|,Comedy|Drama
Gattu,Naresh Sharma|Mohammad Samad|Jayanta Das|Md. Sohaib|Sameer Ahmed|Katiffuddin|Naved Malik|Amir Khan|Atif Khalid|Umer Khan|Matin Khan|Kumkum Tewari|Anupriya Kaushik|Ashish|,Drama
Impatient Vivek,Vivek Sudershan|Sayali Bhagat|Ronnaoq Ahuja|Charu Asopa|Hrishikesh Joshi|,Comedy|Drama|Romance
Yamla Pagla Deewana,Nafisa Ali|Yugesh Anil|Madhuri Bhattacharya|Emma Brown Garett|Mahek Chahal|Bobby Deol|Sunny Deol|Mukul Dev|Ajay Devgn|Dharmendra|Puneet Issar|Sucheta Khanna|Anupam Kher|Johnny Lever|,Action|Comedy|Drama
Mumbai Mast Kallander,Mohsin|Muzzi|Shilpa Shukla|Luna|Tarun Anand|Shankar Sachdev|Aakash Deep|Rajendra Sethi|Rajesh Vivek|Rajiv|Jaan|Ashraf Ul Haq|Vineet Kapoor|Raj Shekhar|,Action|Comedy|Crime
Turning 30,Gul Panag|Purab Kohli|Sid Makkar|Jeneva Talwar|Tillotama Shome|Anita Kanwal|Rahul Singh|Bikramjeet Kanwarpal|Samar Sarila|Sameer Malhotra|Ira Dubey|Satyadeep Misra|Vicky|,Comedy|Drama|Romance
Hostel ,Vatsal Sheth|Tulip Joshi|Mukesh Tiwari|Nagesh Bhonsle|Chandrachur Karnik|Subeer Goswamin|Ramesh Chandane|Nirmal Soni|Vinamra Pancharia|Yusuf Hussain|Aarif Sheikh|Gufi Paintal|Vikram Kumar|Ulhas Tayade|,Action|Crime|Drama
Dil Toh Baccha Hai Ji,Ajay Devgn|Emraan Hashmi|Omi Vaidya|Shazahn Padamsee|Shradha Das|Shruti Haasan|,Comedy|Drama|Romance
United Six,Russell Geoffrey Banks|Leigh Barwell|Isha Batwe|Daisy Bopanna|Brahim Chab|Luna Lahkar|Mahi|Parvathy Omanakuttan|Charlie Ruedpokanon|,Action|Drama|Thriller
Utt Pataang,Vinay Pathak|Saurabh Shukla|Mahie Gill|Mona Singh|Sanjay Mishra|Brijendra Kala|Delnaaz Irani|Govind Namdeo|Murli Sharma|Kurush Deboo|Shiraz P.|Mukesh Ahuja|Satyendra Paul|,Comedy|Drama
Patiala House ,Rishi Kapoor|Dimple Kapadia|Akshay Kumar|Anushka Sharma|Tinnu Anand|Soni Razdan|Prem Chopra|Masood Akhtar|Jeneva Talwar|Suparna Marwah|Neelu Kohli|Rabbit|Armaan Kirmani|Maya Sarao|,Drama|Sport
7 Khoon Maaf,Priyanka Chopra|Vivaan Shah|Neil Nitin Mukesh|John Abraham|Irrfan Khan|Konkona Sen Sharma|Alexander Diachenko|Shashi Malviya|Annu Kapoor|Naseeruddin Shah|Usha Uthup|Manuj Bhaskar|Harish Khanna|Ayush Tandon|,Drama|Mystery|Thriller
Tanu Weds Manu,Madhavan|Kangana Ranaut|Jimmy Sheirgill|Deepak Dobriyal|Swara Bhaskar|Eijaz Khan|K.K. Raina|Rajendra Gupta|Navni Parihar|Dipti Misra|,Comedy|Drama|Romance
F.A.L.T.U,Arshad Warsi|Riteish Deshmukh|Jackky Bhagnani|Puja Gupta|Chandan Roy Sanyal|Angad Bedi|Akbar Khan|Darshan Jariwala|Vijay Kashyap|Mahesh Thakur|Rameshwari|Boman Irani|,Comedy|Drama
Thank You ,Akshay Kumar|Bobby Deol|Sonam Kapoor|Sunil Shetty|Celina Jaitly|Irrfan Khan|Rimi Sen|Mallika Sherawat|Vidya Balan|,Comedy
Angel ,Sumit Arora|Arun|Raakesh Babu|Prem Kishen Dwivedi|Paresh Ganatra|Ali Irani|Aruna Irani|Kannan Iyer|Jagruti|Manoj Joshi|Jhony Jullion|Mohit|Kali Prasad Mukherjee|Vishwajit P.|,Action|Drama
Happy Husbands ,Anay|Kurush Deboo|Mohit Ghai|Ahwaan|Archana Sharma|Shruti Sharma|Danica Moadi|,Comedy|Drama
Teen Thay Bhai,Om Puri|Deepak Dobriyal|Ragini Khanna|,Comedy|Drama
Dum Maaro Dum ,Abhishek Bachchan|Bipasha Basu|Rana Daggubati|Prateik|Aditya Pancholi|Anaitha Nair|Govind Namdeo|Bugs Bhargava|Muzammil S. Qureshi|Mariah Pucu Gantois Gomes|Hussain Sheikh|Gulshan Devaiah|J. Brandon Hill|Emma Brown Garett|,Action|Crime|Drama
Zokkomon,Darsheel Safary|Anupam Kher|Manjari Fadnnis|Tinnu Anand|Sheeba Chaddha|S.M. Zaheer|Aayam Mehta|Gargi Datar|Jai Vyas|Parth Muni|,Action|Adventure
Chalo Dilli,Vinay Pathak|Lara Dutta|Yana Gupta|Akshay Kumar|,Comedy|Drama
Aashiqui.in,Ishaan Manhaas|Dheeraj Miglani|Priti Gandwani|Shubhi Ahuja|Kamal Malik|Amit Dhamija|,Drama|Romance
Satrangee Parachute,Sanjay Mishra|Zakir Hussain|Lilliput|Rupali Ganguly|Ssanjay S. Swaraaj|Ashraf Ul Haq|Kunal Kuchehal|Siddhartha Sanghani|Rajvi Suchak|Kay Kay Menon|Rajpal Yadav|Jackie Shroff|,Comedy|Drama|Family
Monica ,Ashutosh Rana|Divya Dutta|Rajit Kapoor|Yashpal Sharma|Tinnu Anand|Kitu Gidwani|Kunickaa Sadanand|Yatin Karyekar|Mithilesh Chaturvedi|Saurabh Dubey|Dadhey Pandey|Anil Rastogi|Veda Rakesh|Padam Singh|,Biography|Drama|Thriller
Naughty @ 40,Govinda|Yuvika Chaudhry|Anupam Kher|Smita Jaykar|Lucia Edwards|Sanjay Mishra|Shakti Kapoor|Harish|Ameet Chana|Gurpreet Ghuggi|Rakesh Bedi|Dimple Bagrey|Sayali Bhagat|Kuldeep Sharma|,Comedy|Drama
Love U...Mr. Kalakaar!,Tusshar Kapoor|Amrita Rao|Ram Kapoor|Madhoo|Kiran Kumar|Yatin Karyekar|Prashant Ranyal|Prem Chopra|,Drama|Romance
Ragini MMS,Kainaz Motivala|Rajkummar Rao|Rajat Kaul|Janice|Shernaza|Mangala Ahire|Vinod Rawat|Harshraj Shroff|Christy Philips|M. Ravichandran Thevar|,Drama|Horror|Mystery
Stanley Ka Dabba,Partho A. Gupte|Numaan Sheikh|Abhishek Reddy|Sai Shara Shetty|Monty Sarkar|Leo Crasto|Tijo Thomas|Ganesh Pujari|Walter D'Souza|Divya Dutta|Divya Jagdale|Raj Zutshi|Rahul Singh|Aditya Lakhia|,Comedy|Drama|Family
Shagird ,Nana Patekar|Mohit Ahlawat|Rimi Sen|Anurag Kashyap|Zakir Hussain|,Action|Crime|Drama
Shaitan ,Kalki Koechlin|Shiv Panditt|Gulshan Devaiah|Rajeev Khandelwal|Neil Bhoopalam|Kirti Kulhari|Rajkummar Rao|Rajat Barmecha|Nikhil Chinappa|Shelly Skandrani|,Action|Crime|Drama
Pyaar Ka Punchnama,Kartik Aaryan|Raayo S. Bakhirta|Divyendu Sharma|Nushrat Bharucha|Sonnalli Seygall|Ishita Raj|,Comedy|Drama|Romance
Bheja Fry 2,Vinay Pathak|Kay Kay Menon|Minissha Lamba|Rukhsar Rehman|Rahul Vohra|Aditi Govitrikar|Suresh Menon|Kishwar Merchant|Amit Behl|Amole Gupte|Virendra Saxena|Rahul Singh|Mantra|,Comedy|Drama
Always Kabhi Kabhi,Lillete Dubey|Satyajeet Dubey|Ali Fazal|Manoj Joshi|Shah Rukh Khan|Akash Khurana|Preeti Kochar|Giselli Monteiro|Zoa Morani|Ashwin Mushran|Navneet Nishan|Vijay Raaz|Satish Shah|,Comedy|Crime|Drama
Double Dhamaal,Sanjay Dutt|Riteish Deshmukh|Arshad Warsi|Javed Jaffrey|Aashish Chaudhary|Mallika Sherawat|Kangana Ranaut|Satish Kaushik|Zakir Hussain|,Comedy|Crime|Drama
Bbuddah... Hoga Terra Baap,Amitabh Bachchan|Hema Malini|Sonu Sood|Sonal Chauhan|Charmy Kaur|Prakash Raj|Makrand Deshpande|Subbaraju|Shawar Ali|Rajeev Verma|Rajeev Mehta|Vishwajeet Pradhan|Atul Parchure|Raveena Tandon|,Action|Crime|Thriller
Delhi Belly ,Imran Khan|Vir Das|Kunaal Roy Kapur|Shenaz Treasury|Poorna Jagannathan|Kim Bodnia|Paresh Ganatra|Vijay Raaz|,Action|Comedy|Crime
Murder 2,Emraan Hashmi|Jacqueline Fernandez|Prashant Narayanan|Sulagna Panigrahi|Sudhanshu Pandey|Sandeep Sikand|Amardeep Jha|Bikramjeet Kanwarpal|Shekhar Shukla|Raj Gopal Iyer|Surendra Rajan|Tanay Hemant Ambegowankar|Rasika Dugal|Shashi Kiran|,Action|Drama|Horror
Chillar Party,Aarav Khanna|Chinmay Chandraunshuh|Divji Handa|Irfan Khan|Naman Jain|Rohan Grover|Sanath Menon|Vedant Desai|Raakesh Maudgal|Visshesh Tiwari|Shriya Sharma|Raju|Ajay Kumar|Sonamoni Jayant Gadekar|,Comedy|Drama|Family
Zindagi Na Milegi Dobara,Hrithik Roshan|Farhan Akhtar|Abhay Deol|Katrina Kaif|Kalki Koechlin|Ariadna Cabrol|Naseeruddin Shah|Deepti Naval|Surpreet Bedi|Anisa Butt|Juan Jose Amador|Aashrita Kamath|Lolo Herrero|Barbara Holzer|,Comedy|Drama
